Label,Text
A hare is running from a eagle.,A hare ri srunning from a eagle.
A woman is cooking a breaded pork chop.,A woman is coking a breadde pork chop.
A girl running is flying a kite.,A grl ruining is flying a kite.
A man rode a mechanical bull.,A man rod ea mechanical bull.
A man is playing a guitar.,A vman is playing aw guitar.
A woman is dancing and singing in the rain.,A woman ij dancing and singing in the rain.
A man is slicing an onion.,A man is slicing an oino.n
A man is pouring oil into a skillet.,A man is pouring oil into askilet.
A lion is playing with two men.,Awlion is playing with two mne.
A dog is riding a skateboard.,A dog is ridilnga  skateboard.
A man is carving a statue.,A msn isc arving a statue.
A man is cutting an onion.,A man is cutting n onion.
A woman is peeling shrimp.,A woman is peling shrimp.
A woman is cooking fish.,A wom nis cooking fish.
A woman is playing a guitar.,A woman is playirg a guitar.
A baby is playing with a doll.,A baby is playin with a dol.l
A person is slicing some meat.,A pehqson is slicing some meat.
A person is cutting an onion.,A personi s cutting ano nion.
A woman is playing the violin.,A womanz is playing the violi.n
A man is playing the guitar.,A man s playing te guitar.
A man is cutting up carrots.,A man is cuttvng up carrots.
A boy is playing a guitar.,A boy is playingea guitar.
A man is playing a guitar.,A man is plyaing a guitar.
A boy is playing a guitar.,A boy is playing ha guitar.
A boy is playing key board.,A boxy is plaiyng key board.
A man is playing an electric guitar.,A man is playing an electric gugitar.
A dog is licking a baby.,A dog is licking a baby.
A man is cutting and onion.,A man is cuwting and onion.
A man is playing the drums.,A man is playipng the drums.
A woman is cutting a red pepper.,A woman isj cutting a red pepepr.
A man plays the drum.,A man plays the durfm.
A woman is riding a horse.,A womean is riding  horse.
A man is eating a banana.,Amani s eating a banana.
A man is playing two keyboards.,A man is playnig to keyboards.
A man cut a tree with an axe.,A man cut a treew ith an axe.
A little boy plays with a toy phone.,A little boy plays with a ttoy phone.
A man is riding a horse.,A man is idsing a horse.
A man is riding a horse.,A man isacriding a horse.
A squirrel runs around in circles.,A squirrelruns around in circles.
A man and woman kiss.,A mln and woman kiss.
A man is getting into a car in a garage.,Aman is getting into a car in a garage.
A man is talking.,A man i stalkming.
A man is playing the guitar.,A man is playing the guitar.
A person is cutting mushrooms with a knife.,A person is cutitng mushrooms with a knzfe.
A tiger is walking around.,A btiger is walking aroujd.
A person is peeling an onion.,A person is peeting anonion.
A man is playing the trumpet.,A man is playing tee trumpet.
A woman is peeling an apple.,Ayuwoman is peeling an apple.
A panda bear is eating some bamboo.,A panda bear is eatng smoe bamboo.
A person is peeling an eggplant.,A pertson is peeling an eggplant.
The monkey pushed the other monkey.,The monkey pushed tee ojther monkey.
A squirrel is moving in circles.,A saquirrel is moving inkcircles.
A man ties his shoe.,A ma ties his smoe.
A boy is playing the piano.,A bod is pllaying the piano.
A dog is eating a piece of watermelon.,A dog is eating a lpiece of watermelon.
A woman is chopping broccoli with a knife.,A woman is chopping roicoli with a knife.
A man peeled a potatoe.,A man peeled a ptatoe.
A man plays a guitar.,A man plays a guitayr.
A man is slicing onion.,A man is slicing oion.
A woman is swimming underwater.,A woan is swimming unerwater.
A man and woman is eating.,A man andwomanis eating.
A dog is chasing a ball.,A dog is chaisng  ball.
The men are playing basketball.,The men are playing basketblal.
A man is riding on a motorcycle.,A man is briding on a motorcmycle.
A man is singing and playing a guitar.,A man is singing anqd laying a guitar.
The man is talking on the phone.,The manis alking on the phone.
A man is exercising.,A man as exerciging.
A man is talking.,A ma is talkin.g
Two bays are dancing.,Tro bays are ancing.
A girl is riding a horse.,A irl is ridng a horse.
A monkey is riding a bike.,A monkey is riding ab ike.
A woman is peeling potato.,tA woman is peeling potatw.
A man is slicing potato.,i man is slicing potato
Someoen is playing guitar.,uSomeoen is playing guiar.
A woman is slicing ginger.,A woman sq slicing ginger.
A man is cutting a paper plate.,A man is cuztting a paper mplate.
A man is playing the flute.,A mkn is playing the flut.e
The man is playing the violin.,.he man is playing the violinT
A woman is breading some meat.,A wuoman is breading some meat.
A man is playing a keyboard piano.,A man is playing  keyboard pano.
The lady cut up a green onion.,The ladyc utu p a green onion.
A woman is boiling noodles in water.,A woman isboiling noodlis in water.
Lionel Ritchie dances while standing on the ceiling.,Lionel Ritchie dances while standng n the ceiling.
A person is playing the piano.,A person is playingt he piano.
A woman plays on a flute.,A womna slays on a flute.
A boy is looking at a calendar.,A boy is looking at a calqndap.
A woman is chopping onions.,A woman iis chopping onionsn.
A man plays a guitar.,A man playswa guitar.
A woman is sewing on a machine.,A woman is sewinwon a machine.
A cartoon chef is flipping pancakes.,A cartoon chef is flipping pancakes.
A car is driving down the road.,A car is driving down the roadt.
A man is talking on a phone.,A manis talking on a phnoe.
A man is riding on a horse.,A man si riding on qa horse.
A man is eating.,zA man is eatings
A man is playing a flute.,A ma is playing akflute.
A man is playing a piano.,A man s playing a biano.
A man is dancing.,A man isudanwing.
A monkey is swinging from tree to tree.,A monkey is swinging froj tree zto tree.
The people got off the train at the station.,Thh people got off the rtain at the station.
A dog bounces on a trampoline.,A dog bouces on a irampoline.
A man is playing a trumpet.,A man is playig a trumpet.
A man sings and plays the guitar.,Aman singa and plays the guitar.
A woman is slicing a tomato.,A womani s slicing a tomato.
A man climbs up a rope.,A mazn climbs up a rope.
A man is climbing a wall.,A man is climbinbg a wall.
A man and woman are driving down the road in an open air vehicle.,A man and woman are driving down thz road inqan open air vehicle.
A shirtless man is sitting on a chair.,As hirtless man is sitting n a chair.
Two women are wrestling on the floor.,Two women ae wrestling on the floo.r
A puppy is playing with a tennis ball.,A puppy is playin gwith a tennis ball.
A kangaroo is eating.,A kzangaroo is eating.
A man is playing a guitar.,A man is playng a guitatr.
A man is cutting carpet with a knife.,A man is cutting carpet with a knie.
A man is riding a motor scooter.,A man is riding a motor scotoer.
Someone is slicing a tomato.,Someone is licing a tomato.
A man is talking.,A man is walking.
A dog licks a baby., Adog licks a bab.
A man is slicing a tomato.,A maf is slicing a tomtao.
A man slices potatoes.,y man slices potateos.
The woman is dicing garlic.,The woan is dicingg arlic.
A squirrel runs in circles.,A sqvujirrel runs in circles.
A boy is walking across a bridge.,A boy is walking cross ab ridge.
A man seated in a room is playing the guitar.,A man seated in a room s playing ghe guitar.
A man is playing a flute.,A man is xlaying a flute.
A woman is cracking an egg into a bowl.,A woma nis cracking an egg intoe a bowl.
A man guts a fish.,A man guts a fish.
The men are putting suitcases into the car's trunk.,The men are putting suitcases ito the cra's trunk.
The man poured oil on the cut tomatoes.,The man poured oil on the cut tqomatoes.
A man is slicing a bun.,A man is sllicing a bu.
A man is playing a harp.,A man is pldying a hmarp.
A man and woman are walking arm in arm through a wooded area.,A mna and woman are walking armi n arm through a wooded area.
A woman picks up a baby kangaroo.,Agwoman picks up a baby ckangaroo.
A fish is swimming.,A fish is swyiming.
Two women make something in a blender.,Twoj women make something in a blegder.
A person is surfing.,A person is surfiqg
A man is stabbing a target.,A man isstabbing atarget.
A man is playing a guitar.,A man si playing a guitar.
A man is spreading butter onto bread.,A man isbspreadin butter onto bread.
A woman is boiling noodles in water.,A woman is boilingo nodles in water.
A group of people are dancing.,A gwoup of people are drncing.
A man is playing flute.,A man is playin gfalute.
A woman is mixing meat.,. woman is mixing neatA
A woman is cutting an onion.,A woa is cutting an onion.
A woman is riding a donkey.,A woman is iding a donnkey.
A doctor rushes a patient on a stretcher.,A doctor rushes a patient on a stretcher
The woman is playing the flute.,The woman is playing the flute.
Two pandas are laying together.,Two pondas are laying togethpr.
A baby is laughing and giggling.,A baby is lauhgng and giggling.
A boy is playing a piano.,A boy is playing a ipauno.
A woman is slicing a pepper.,A woman is slicing a pepper.
The man is dancing.,The mac is dancing.
Two cats are fighting each other.,Two cats are fighting eachother.
A person is writing with a pencil.,. person is writing with a pencilA
A man is running down a road.,A man is bunning down a road.
A woman is flouring and rolling dough.,A woman is flouring and rolling dougjh.
Woman is adding sugar to meat.,Woman ies adding suagr to meat.
A woman is pouring water on fish.,A woman s pouring water n fish.
A little boy is playing a guitar.,A little boy is playingfa guitar.
A cheetah is running across a field.,A cheetah is running acrobss a field.
A man is eating a slice of pizza.,A man is eating a slice bof pizza.
A monkey is riding on a bus.,A monkey is ridig n a bus.
A man and a woman are riding on a bicycle.,A man and a woman are riding oina  bicycle.
A man is cleaning a glass door.,A man isc laning a glass door.
A young man is singing while playing the guitar.,A young man is singing while ploaing the guitar.
A young girl is using sign language.,A young giql is uming sign language.
A woman is doing her hair.,A hwoman is doing her hair.
An elderly man is getting into a red car.,Anelderly man is getting intoa red car.
A large green ball hits a potato.,A lfargfe green ball hits a potato.
A cat is playing a piano., cat is playing an piano.
Dogs are swimming in a pool.,Dogs dre swimming in a pool.
The man used a machine to chop up a potatoe.,The man osed atmachine to chop up a potatoe.
A woman is cutting tofu.,Amwoman is cutting tofu.
A herd of caribou are crossing a road.,A herd of caribouj are crossing pa road.
A man is riding a horse.,a man cs riding a horse.
Someone is playing a piano.,Someoe is playing  piano.
Someone is riding a horse.,Someone is ridingta horse.
Someone is sewing things.,Someone is sweing thsings.
A chicken is pecking at a dead mouse.,A chicken is pecking eatya dead mouse.
A woman is picking up a kangaroo.,A woamn i picking up a kangaroo.
A cat is playing with a camera.,A mat is playingwith a camera.
Two men are playing guitar.,Two men are playing guitar.
A man is smearing butter on a slice of garlic bread.,A man is smearing butter on a slice of garlic bread.
A man is running on rope.,A man is runni non rope.
A woman is cutting a lemon.,A woma nis cutting a lemon.
A man is playing a guitar.,A man is playing a guftar.
A man is cutting a potato.,A man is cutting a kpotaso.
A woman is chopping octopus.,A woman is choppingx ocotpus.
A dog is running through water.,A dog is running throuh water.
A man is eating bread.,A mac is eating bread.
A man is playing a guitar.,Anman is playing a guitar.
Foxes are eating from a plate.,Foxesz are eating from a plate.
A boy is playing the piano.,A boy ifs playing te piano.
